1	1000	10
169	129	0	1
152	143	0	1
189	115	0	1
205	106	1	1
201	108	1	1
162	134	1	1
149	145	1	1
155	139	1	1
206	104	0	1
174	123	1	1
150	142	0	1
177	120	0	1
208	102	0	1
147	144	0	1
148	143	0	1
150	141	0	1
179	117	0	1
197	106	0	1
193	108	0	1
157	131	1	1
172	119	0	1
176	116	1	1
162	126	1	1
151	135	0	1
177	115	1	1
168	121	0	1
154	131	0	1
156	129	1	1
157	128	0	1
186	108	1	1
166	121	1	1
191	105	1	1
180	111	1	1
172	116	0	1
152	131	1	1
166	119	0	1
143	138	1	1
155	127	1	1
182	108	1	1
185	106	1	1
188	104	0	1
151	129	0	1
193	100	1	1
191	101	0	1
163	118	0	1
157	122	0	1
175	109	1	1
150	127	0	1
181	105	0	1
175	108	1	1
146	129	1	1
147	128	1	1
137	137	1	1
143	131	1	1
153	122	1	1
166	112	0	1
143	129	0	1
140	131	0	1
164	111	1	1
159	114	1	1
158	114	0	1
146	123	1	1
139	129	0	1
165	108	1	1
156	114	1	1
140	127	1	1
165	107	0	1
133	132	1	1
145	121	1	1
148	118	0	1
134	128	1	1
138	124	1	1
143	119	1	1
162	105	0	1
138	122	1	1
141	119	0	1
145	114	1	1
129	128	0	1
131	125	1	1
129	126	1	1
157	102	1	1
152	105	1	1
137	116	1	1
143	111	1	1
140	113	0	1
153	103	0	1
129	122	0	1
151	104	1	1
143	109	0	1
155	100	1	1
127	122	0	1
129	118	0	1
144	105	1	1
143	105	1	1
144	103	0	1
146	100	1	1
124	116	0	1
121	118	1	1
129	110	1	1
120	118	1	1
137	103	1	1
120	116	0	1
122	113	1	1
118	116	0	1
126	105	1	1
122	108	0	1
129	102	0	1
115	114	1	1
120	109	0	1
114	105	0	1
116	103	1	1
116	102	1	1


253	1000	1000
296	295	0	1
294	294	0	1
298	288	1	1
296	285	1	1
291	289	0	1
295	285	1	1
290	288	1	1
291	285	1	1
297	278	0	1
300	275	1	1
292	282	1	1
296	278	0	1
291	282	0	1
293	278	1	1
290	280	0	1
287	282	0	1
295	272	1	1
293	272	1	1
298	267	1	1
285	279	1	1
282	281	1	1
300	263	0	1
296	266	0	1
282	278	1	1
294	266	0	1
288	271	0	1
299	259	0	1
294	261	0	1
291	263	1	1
284	268	0	1
282	268	1	1
281	267	0	1
299	249	0	1
286	260	0	1
288	258	1	1
280	265	1	1
287	257	0	1
297	248	1	1
277	265	1	1
282	260	0	1
299	245	0	1
293	250	1	1
275	265	0	1
296	246	0	1
291	249	0	1
297	243	0	1
296	243	1	1
269	267	1	1
295	243	0	1
279	254	0	1
300	236	1	1
266	266	0	1
269	261	0	1
269	260	1	1
288	242	1	1
300	232	1	1
275	253	1	1
300	231	1	1
287	241	0	1
267	259	1	1
274	252	0	1
276	250	1	1
286	241	0	1
268	257	0	1
281	245	0	1
290	237	1	1
296	232	0	1
278	247	1	1
277	247	0	1
270	253	0	1
288	237	1	1
265	257	1	1
269	253	0	1
293	232	0	1
286	237	0	1
270	250	1	1
300	225	1	1
274	246	1	1
275	245	1	1
298	226	0	1
299	225	0	1
280	240	1	1
268	250	1	1
289	231	0	1
299	223	1	1
281	237	0	1
290	229	1	1
299	222	1	1
281	236	1	1
260	255	0	1
264	251	1	1
278	238	0	1
299	221	0	1
257	257	0	1
276	239	1	1
288	229	1	1
284	232	0	1
295	223	1	1
286	230	0	1
289	227	0	1
269	243	0	1
287	227	0	1
270	241	1	1
293	222	0	1
299	216	0	1
287	225	1	1
293	220	1	1
257	250	0	1
273	235	0	1
264	243	0	1
285	225	0	1
274	234	0	1
291	220	0	1
299	214	1	1
278	230	0	1
262	244	0	1
297	215	1	1
288	221	1	1
298	213	0	1
299	212	0	1
259	244	0	1
278	227	0	1
264	239	1	1
299	210	1	1
251	250	0	1
253	248	0	1
265	236	0	1
261	239	0	1
254	245	0	1
284	219	1	1
282	220	1	1
289	214	1	1
255	242	1	1
257	240	0	1
262	235	1	1
259	236	0	1
249	245	0	1
271	224	1	1
280	216	1	1
273	221	0	1
275	219	0	1
280	215	0	1
290	207	0	1
262	229	0	1
300	199	1	1
264	226	0	1
293	203	0	1
248	239	0	1
274	216	0	1
275	215	1	1
291	203	0	1
254	232	0	1
256	230	0	1
276	213	1	1
253	232	1	1
270	217	1	1
280	208	1	1
288	202	1	1
295	197	0	1
260	223	1	1
263	220	0	1
278	208	0	1
246	235	1	1
290	199	1	1
242	237	1	1
273	210	0	1
270	212	0	1
275	208	0	1
272	210	1	1
242	236	0	1
279	204	1	1
288	197	0	1
267	212	1	1
247	229	0	1
263	215	0	1
288	196	1	1
238	237	1	1
282	200	0	1
290	194	1	1
284	198	1	1
269	209	1	1
252	223	1	1
238	236	0	1
285	197	1	1
261	215	0	1
263	213	0	1
242	231	1	1
270	207	0	1
297	188	0	1
244	228	0	1
288	193	1	1
273	203	1	1
246	225	0	1
248	223	1	1
271	204	0	1
250	221	1	1
289	191	1	1
296	186	1	1
292	188	1	1
245	224	1	1
277	198	0	1
262	209	1	1
234	234	1	1
237	231	1	1
239	229	1	1
286	191	0	1
247	221	1	1
255	214	0	1
291	187	1	1
266	204	1	1
278	195	1	1
275	197	1	1
282	192	0	1
259	209	1	1
233	232	1	1
289	187	0	1
298	181	1	1
263	205	1	1
282	190	1	1
235	228	1	1
236	227	1	1
260	206	1	1
233	229	0	1
298	179	1	1
268	199	0	1
282	189	1	1
266	200	1	1
289	184	0	1
235	226	0	1
256	207	1	1
280	189	0	1
252	210	0	1
297	178	0	1
271	195	0	1
264	200	1	1
300	176	0	1
260	203	0	1
285	185	0	1
292	180	1	1
256	205	1	1
244	215	0	1
245	214	1	1
236	222	0	1
299	175	1	1
232	225	0	1
257	203	0	1
239	218	1	1
299	174	1	1
234	222	0	1
237	219	0	1
281	184	1	1
236	219	0	1
285	181	0	1
293	176	1	1
263	196	1	1
244	211	0	1
284	181	0	1
269	191	0	1
243	211	1	1
264	194	0	1
238	215	0	1
248	206	0	1
235	217	1	1
251	203	0	1
238	214	1	1
265	192	1	1
226	225	0	1
227	224	0	1
242	210	0	1
292	174	0	1
236	215	0	1
247	205	1	1
267	189	0	1
285	177	1	1
261	193	0	1
248	203	0	1
233	216	0	1
238	211	1	1
233	215	0	1
253	198	1	1
243	206	0	1
281	178	1	1
264	189	0	1
247	202	1	1
248	201	0	1
255	195	1	1
231	215	0	1
233	213	1	1
223	222	0	1
245	202	1	1
298	166	1	1
258	191	0	1
245	201	0	1
223	220	0	1
258	190	1	1
290	169	1	1
300	163	1	1
235	208	0	1
225	217	0	1
228	214	1	1
262	186	1	1
232	210	0	1
240	203	0	1
289	168	0	1
262	185	0	1
264	183	1	1
276	175	1	1
227	212	0	1
267	180	0	1
293	164	1	1
298	161	1	1
223	215	1	1
252	190	1	1
230	208	0	1
239	200	1	1
248	192	1	1
239	199	0	1
264	180	1	1
234	203	0	1
246	193	1	1
223	212	1	1
278	170	0	1
267	177	1	1
250	189	1	1
227	208	0	1
268	176	1	1
273	172	0	1
293	160	0	1
218	215	1	1
270	173	1	1
290	161	1	1
221	211	0	1
293	159	1	1
285	163	0	1
248	187	0	1
224	207	0	1
289	160	1	1
215	215	1	1
298	155	1	1
256	180	0	1
228	202	1	1
279	165	1	1
236	195	0	1
282	163	0	1
223	206	1	1
266	172	1	1
243	188	0	1
251	182	1	1
261	175	1	1
264	173	0	1
226	202	1	1
239	191	1	1
249	183	0	1
287	158	1	1
243	186	1	1
286	158	0	1
219	206	1	1
220	205	0	1
235	191	0	1
277	162	1	1
230	195	0	1
282	159	0	1
250	179	0	1
228	196	1	1
297	150	0	1
242	184	0	1
219	203	1	1
239	186	0	1
261	170	1	1
224	198	0	1
211	210	0	1
242	183	0	1
243	182	1	1
229	193	1	1
222	199	1	1
298	148	1	1
210	210	1	1
280	157	0	1
212	207	1	1
300	146	1	1
260	168	0	1
212	206	0	1
258	169	0	1
228	191	1	1
244	178	0	1
268	162	1	1
278	156	0	1
289	150	0	1
228	190	0	1
269	161	1	1
234	185	1	1
211	205	0	1
270	160	1	1
284	152	0	1
266	162	0	1
271	159	0	1
264	163	0	1
231	186	1	1
236	182	1	1
268	160	1	1
285	150	0	1
233	183	1	1
210	203	1	1
296	144	1	1
298	143	1	1
218	195	0	1
274	155	1	1
221	192	0	1
214	198	0	1
296	143	0	1
247	171	0	1
269	157	1	1
297	142	1	1
248	170	0	1
281	150	1	1
257	164	0	1
231	182	1	1
213	197	1	1
241	174	0	1
285	147	0	1
253	165	0	1
300	139	1	1
272	153	0	1
207	201	0	1
209	199	0	1
226	184	1	1
284	146	1	1
205	202	0	1
287	144	0	1
279	148	1	1
297	139	0	1
258	160	1	1
277	149	1	1
271	152	1	1
221	186	1	1
277	148	1	1
241	170	0	1
299	137	0	1
286	143	0	1
288	142	0	1
298	137	1	1
260	157	1	1
289	141	0	1
271	150	0	1
288	141	0	1
211	192	0	1
230	175	0	1
248	162	1	1
275	146	1	1
255	157	0	1
230	174	1	1
276	145	1	1
247	162	1	1
216	185	1	1
217	184	0	1
281	142	0	1
210	190	0	1
246	162	0	1
220	181	1	1
238	167	0	1
288	138	1	1
274	145	0	1
290	137	0	1
245	162	0	1
239	166	1	1
296	134	1	1
264	150	1	1
202	196	1	1
255	155	0	1
227	174	1	1
274	144	1	1
294	134	1	1
203	194	0	1
254	155	0	1
259	152	1	1
205	192	0	1
275	143	0	1
287	137	1	1
227	173	0	1
245	160	1	1
202	194	1	1
210	186	1	1
252	155	0	1
241	162	0	1
205	190	1	1
225	173	1	1
237	164	1	1
210	185	1	1
238	163	0	1
267	145	0	1
236	164	0	1
254	152	0	1
203	190	0	1
283	136	0	1
289	133	0	1
222	173	1	1
204	188	1	1
214	179	1	1
252	152	1	1
232	165	0	1
277	138	0	1
233	164	1	1
222	172	0	1
234	163	1	1
246	155	1	1
291	131	0	1
293	130	1	1
218	174	0	1
240	158	0	1
249	152	0	1
241	157	1	1
297	127	1	1
260	145	0	1
231	163	0	1
224	168	1	1
291	129	0	1
273	137	0	1
200	187	1	1
267	140	1	1
202	185	0	1
249	150	0	1
294	127	1	1
205	182	0	1
268	139	0	1
250	149	1	1
201	185	1	1
275	135	0	1
277	134	0	1
205	181	1	1
281	132	1	1
283	131	1	1
258	143	1	1
232	159	1	1
206	179	0	1
229	161	1	1
290	127	1	1
233	158	0	1
261	141	1	1
193	190	1	1
246	149	1	1
229	160	0	1
200	183	0	1
244	150	1	1
277	132	0	1
292	125	1	1
221	165	1	1
292	124	1	1
285	127	1	1
296	122	0	1
228	158	1	1
245	147	0	1
266	135	1	1
215	167	1	1
204	176	1	1
272	132	1	1
193	186	1	1
233	154	0	1
236	152	1	1
258	139	0	1
242	148	0	1
240	149	1	1
198	180	1	1
221	161	0	1
234	152	1	1
245	145	0	1
197	180	0	1
224	158	1	1
264	134	0	1
283	125	1	1
258	137	1	1
271	130	1	1
284	124	0	1
201	175	1	1
218	161	0	1
256	137	1	1
226	155	1	1
252	139	0	1
199	176	1	1
250	140	0	1
201	174	0	1
190	184	1	1
191	183	1	1
204	171	1	1
218	160	1	1
205	170	1	1
290	120	0	1
240	145	1	1
223	156	1	1
217	160	0	1
253	137	0	1
228	152	1	1
198	175	1	1
254	136	1	1
217	159	0	1
250	138	1	1
224	154	0	1
214	161	1	1
186	185	1	1
219	157	0	1
235	146	1	1
218	157	0	1
290	118	1	1
295	116	0	1
219	156	0	1
249	137	1	1
286	119	0	1
221	154	1	1
234	145	0	1
269	126	1	1
220	154	0	1
271	125	0	1
213	159	0	1
184	184	1	1
268	126	0	1
197	171	0	1
226	149	1	1
189	178	0	1
287	117	0	1
279	120	1	1
226	148	1	1
217	154	0	1
295	113	0	1
238	140	0	1
273	122	1	1
183	182	1	1
300	111	0	1
292	114	1	1
212	157	1	1
275	121	0	1
216	154	0	1
297	112	0	1
266	125	1	1
250	133	0	1
246	135	0	1
291	114	1	1
231	143	0	1
300	110	1	1
289	114	1	1
242	136	1	1
274	120	0	1
247	133	0	1
199	165	0	1
241	136	0	1
183	179	0	1
224	146	0	1
183	178	0	1
297	109	1	1
232	139	0	1
228	141	1	1
206	156	0	1
255	126	0	1
292	110	1	1
259	124	0	1
190	169	0	1
231	139	1	1
272	118	0	1
279	115	1	1
193	166	1	1
213	150	0	1
184	173	0	1
272	117	0	1
215	148	1	1
241	132	0	1
189	168	0	1
222	143	0	1
197	161	0	1
264	120	1	1
266	119	1	1
280	113	0	1
286	110	1	1
268	117	0	1
263	119	1	1
272	115	1	1
199	157	1	1
187	167	0	1
211	148	1	1
263	118	0	1
220	141	0	1
216	143	1	1
213	145	0	1
273	113	0	1
254	121	0	1
220	139	1	1
242	126	1	1
265	115	1	1
273	111	0	1
283	107	0	1
288	105	0	1
229	132	1	1
208	145	1	1
201	150	0	1
274	110	0	1
269	112	0	1
174	173	1	1
286	105	0	1
296	101	0	1
188	159	1	1
282	106	0	1
229	130	0	1
186	160	1	1
273	109	0	1
238	125	1	1
176	169	0	1
187	159	0	1
219	135	0	1
178	166	1	1
181	163	0	1
198	149	1	1
254	116	0	1
195	151	0	1
256	115	0	1
277	106	1	1
262	112	1	1
184	159	0	1
284	103	0	1
278	105	1	1
213	137	0	1
184	158	0	1
190	153	0	1
276	105	0	1
193	150	1	1
258	112	0	1
195	148	1	1
187	154	1	1
248	116	0	1
266	108	1	1
176	163	0	1
209	137	1	1
221	129	1	1
228	125	0	1
245	116	0	1
170	167	1	1
206	137	0	1
245	115	1	1
209	134	0	1
239	117	1	1
210	133	1	1
261	107	0	1
236	118	1	1
221	126	1	1
230	121	1	1
265	105	1	1
214	130	1	1
278	100	1	1
222	125	0	1
207	134	0	1
259	107	0	1
276	100	1	1
193	143	1	1
189	146	0	1
275	100	1	1
233	118	1	1
239	115	1	1
229	120	1	1
202	136	1	1
206	133	0	1
233	117	1	1
235	116	1	1
209	130	1	1
263	103	0	1
268	101	1	1
199	136	0	1
246	110	1	1
229	118	0	1
216	125	1	1
223	121	1	1
198	136	0	1
228	118	0	1
224	120	0	1
179	150	0	1
193	139	0	1
211	127	1	1
219	122	1	1
184	145	1	1
171	156	1	1
247	108	0	1
226	118	0	1
251	106	1	1
211	126	1	1
176	151	0	1
255	104	1	1
218	121	0	1
231	114	1	1
180	146	1	1
193	136	1	1
254	103	0	1
218	120	0	1
246	106	0	1
165	158	0	1
239	109	1	1
255	102	0	1
207	125	1	1
177	146	1	1
190	136	0	1
174	148	1	1
193	133	1	1
162	158	0	1
198	129	1	1
226	113	0	1
209	122	1	1
172	148	1	1
252	101	0	1
161	158	0	1
221	115	0	1
169	150	1	1
165	153	1	1
187	135	1	1
191	132	1	1
252	100	0	1
171	147	0	1
251	100	1	1
219	114	1	1
239	104	1	1
246	101	0	1
176	141	0	1
171	145	1	1
166	149	1	1
240	103	0	1
233	106	0	1
212	116	1	1
193	127	1	1
245	100	1	1
240	102	1	1
184	133	0	1
207	118	0	1
185	132	0	1
192	127	0	1
203	120	1	1
221	110	1	1
156	155	0	1
159	152	1	1
201	120	1	1
171	141	1	1
196	123	0	1
224	107	1	1
226	106	0	1
213	112	0	1
179	133	1	1
166	143	1	1
232	102	0	1
170	139	0	1
179	132	0	1
154	153	1	1
185	127	1	1
221	106	1	1
187	125	0	1
184	127	1	1
193	121	1	1
176	132	1	1
230	101	1	1
223	104	1	1
181	128	0	1
170	136	1	1
208	111	1	1
171	135	0	1
186	124	1	1
204	112	1	1
198	115	0	1
201	113	0	1
210	108	1	1
184	122	0	1
165	136	0	1
183	122	1	1
210	106	0	1
208	107	1	1
206	108	0	1
160	139	1	1
190	117	0	1
167	133	0	1
205	108	0	1
194	114	1	1
189	117	0	1
196	112	1	1
161	136	0	1
206	106	1	1
161	135	0	1
155	139	0	1
167	129	1	1
187	115	0	1
182	118	1	1
195	109	0	1
172	123	0	1
164	129	1	1
169	125	1	1
154	137	1	1
200	105	0	1
203	103	1	1
157	133	0	1
170	122	0	1
148	140	0	1
163	127	0	1
152	136	0	1
153	135	0	1
154	134	1	1
204	101	1	1
144	143	0	1
155	132	0	1
176	116	0	1
174	117	0	1
175	116	1	1
145	140	0	1
172	118	0	1
149	135	1	1
162	124	0	1
158	127	0	1
179	112	0	1
187	107	1	1
156	127	1	1
165	120	1	1
167	118	1	1
191	103	1	1
140	140	0	1
141	139	1	1
190	103	1	1
155	126	1	1
191	102	1	1
180	108	1	1
149	130	0	1
146	132	0	1
180	107	0	1
192	100	0	1
188	102	0	1
163	117	1	1
145	131	1	1
145	130	0	1
157	120	0	1
161	117	1	1
181	104	0	1
177	106	0	1
142	131	0	1
180	103	0	1
140	132	0	1
155	119	0	1
152	121	0	1
141	130	1	1
156	117	1	1
140	130	1	1
176	103	0	1
148	122	1	1
177	102	1	1
154	117	0	1
154	116	1	1
151	118	1	1
159	112	1	1
169	105	0	1
170	104	0	1
146	121	0	1
171	102	0	1
170	102	1	1
136	127	1	1
141	122	1	1
170	101	1	1
132	130	1	1
143	120	1	1
132	128	1	1
150	111	1	1
163	102	0	1
160	103	1	1
155	105	1	1
144	113	0	1
153	106	1	1
154	105	0	1
137	118	0	1
151	107	0	1
157	102	1	1
144	111	0	1
132	118	1	1
133	117	0	1
140	111	1	1
130	118	1	1
125	122	0	1
132	115	1	1
130	116	0	1
131	115	1	1
142	106	1	1
139	108	0	1
141	106	0	1
137	109	1	1
147	101	1	1
138	107	1	1
125	118	0	1
139	105	1	1
143	102	0	1
144	101	0	1
132	110	0	1
132	108	1	1
128	108	0	1
124	110	0	1
119	112	1	1
128	103	1	1
118	110	0	1
127	102	1	1
114	112	0	1
124	101	0	1
119	105	0	1
117	105	1	1
117	102	0	1
111	101	0	1
108	103	1	1
108	101	0	1


254	1000	1000
296	289	0	1
295	289	0	1
297	287	1	1
292	291	0	1
298	283	1	1
294	278	0	1
286	284	0	1
291	279	1	1
286	283	0	1
300	268	1	1
293	273	1	1
296	269	0	1
300	263	1	1
298	264	0	1
283	277	0	1
300	260	0	1
284	274	1	1
300	255	0	1
293	260	1	1
278	274	0	1
291	261	0	1
296	255	1	1
277	272	1	1
279	270	0	1
286	263	1	1
281	266	1	1
280	266	0	1
272	272	0	1
278	266	0	1
280	264	1	1
280	263	0	1
289	254	1	1
289	253	1	1
297	246	1	1
273	266	1	1
279	260	0	1
273	265	0	1
282	256	0	1
286	252	0	1
299	241	1	1
289	247	1	1
290	246	0	1
284	251	1	1
293	243	1	1
270	263	1	1
271	262	0	1
278	255	1	1
299	237	1	1
266	266	0	1
278	253	0	1
279	252	1	1
282	249	0	1
284	247	0	1
270	259	1	1
284	246	1	1
293	238	1	1
285	244	1	1
282	246	1	1
281	246	0	1
267	258	0	1
282	244	1	1
283	242	0	1
292	234	0	1
285	239	0	1
265	257	0	1
282	241	1	1
294	231	0	1
279	243	1	1
298	227	0	1
294	230	0	1
286	236	0	1
271	249	1	1
274	246	1	1
282	239	0	1
277	243	1	1
296	227	1	1
297	226	0	1
263	255	0	1
260	257	1	1
273	244	0	1
300	222	0	1
267	249	0	1
289	229	0	1
258	256	1	1
296	223	1	1
267	247	0	1
282	233	0	1
283	232	1	1
297	221	0	1
290	226	0	1
258	254	1	1
260	252	1	1
262	248	1	1
275	236	1	1
271	238	1	1
297	217	0	1
282	228	1	1
267	240	0	1
276	232	1	1
257	249	0	1
277	231	0	1
258	248	0	1
292	219	1	1
294	217	0	1
268	238	1	1
285	223	0	1
257	246	0	1
265	238	1	1
266	237	1	1
287	219	0	1
272	231	0	1
260	241	0	1
256	244	1	1
297	210	1	1
251	248	1	1
281	221	1	1
274	226	0	1
263	235	0	1
258	239	1	1
271	227	1	1
253	243	0	1
267	230	1	1
279	220	0	1
285	215	1	1
300	204	1	1
296	206	1	1
297	205	0	1
269	226	1	1
277	219	0	1
274	221	0	1
278	217	0	1
281	214	1	1
282	213	1	1
269	223	0	1
279	215	1	1
267	224	0	1
263	227	0	1
250	238	0	1
296	201	0	1
290	205	1	1
266	223	0	1
259	229	0	1
298	199	1	1
270	219	1	1
245	241	0	1
267	221	0	1
252	234	0	1
283	208	0	1
257	228	0	1
246	238	0	1
264	221	1	1
299	195	0	1
255	228	0	1
243	239	1	1
247	235	1	1
286	202	0	1
296	195	0	1
246	234	0	1
249	231	0	1
255	225	1	1
284	202	1	1
281	204	0	1
285	201	0	1
239	239	0	1
247	231	0	1
248	230	0	1
279	204	1	1
244	233	1	1
256	222	1	1
282	201	1	1
262	216	0	1
246	230	1	1
273	207	0	1
254	222	0	1
276	204	1	1
259	217	1	1
241	233	0	1
285	197	0	1
276	203	0	1
281	199	0	1
242	231	0	1
250	223	1	1
269	207	0	1
281	197	0	1
288	192	0	1
267	207	0	1
300	184	1	1
286	193	0	1
295	187	0	1
260	212	0	1
254	217	1	1
270	204	1	1
261	211	1	1
238	231	1	1
240	229	1	1
272	202	0	1
287	191	1	1
281	195	0	1
296	185	0	1
237	231	1	1
258	212	1	1
253	216	1	1
248	220	0	1
249	219	0	1
280	194	0	1
271	200	1	1
277	195	0	1
233	231	1	1
239	225	0	1
298	180	1	1
234	229	0	1
235	228	0	1
248	216	1	1
269	199	1	1
251	213	0	1
244	219	1	1
284	188	1	1
233	229	1	1
276	193	1	1
261	204	0	1
244	218	1	1
237	224	0	1
293	181	0	1
245	216	1	1
232	228	0	1
264	200	0	1
293	180	0	1
245	215	1	1
274	192	1	1
239	220	0	1
240	219	1	1
249	211	0	1
264	199	1	1
295	178	1	1
243	216	1	1
279	188	1	1
247	212	1	1
238	220	0	1
264	198	1	1
249	209	1	1
244	213	1	1
273	190	1	1
240	216	0	1
278	186	1	1
245	211	0	1
276	187	1	1
228	226	1	1
280	184	1	1
240	214	1	1
258	198	0	1
231	221	1	1
295	173	1	1
239	213	0	1
252	202	1	1
272	187	1	1
287	177	1	1
295	172	1	1
238	213	1	1
274	185	1	1
226	224	0	1
275	184	1	1
237	213	0	1
267	189	1	1
259	194	1	1
238	211	0	1
284	176	0	1
263	190	1	1
279	179	0	1
228	219	0	1
292	171	0	1
290	172	0	1
271	184	1	1
268	186	0	1
275	181	0	1
266	187	0	1
251	198	1	1
249	199	1	1
258	192	0	1
236	208	1	1
243	202	0	1
222	221	1	1
290	169	0	1
241	203	0	1
224	218	1	1
282	173	1	1
277	176	0	1
280	174	0	1
255	191	1	1
269	181	0	1
247	197	0	1
278	175	1	1
229	212	1	1
297	163	0	1
245	197	0	1
228	211	0	1
249	193	1	1
293	164	0	1
271	177	0	1
280	171	0	1
238	201	1	1
283	169	0	1
240	199	1	1
224	213	1	1
298	160	0	1
292	163	0	1
233	204	0	1
268	177	0	1
271	175	0	1
277	171	1	1
220	215	0	1
286	165	1	1
297	158	0	1
244	192	0	1
239	196	0	1
290	161	1	1
251	186	0	1
231	202	1	1
230	202	0	1
216	215	1	1
292	159	0	1
262	177	1	1
276	168	0	1
259	179	1	1
279	166	0	1
289	160	1	1
248	186	0	1
244	189	1	1
226	204	1	1
281	164	0	1
288	160	0	1
271	170	0	1
286	161	1	1
279	165	1	1
266	173	1	1
230	200	0	1
272	169	0	1
244	188	1	1
292	157	1	1
216	212	0	1
218	210	0	1
284	161	0	1
247	185	0	1
251	182	1	1
276	165	1	1
257	177	0	1
238	191	0	1
291	156	1	1
260	174	1	1
297	151	1	1
259	173	1	1
262	171	0	1
253	177	1	1
232	193	1	1
212	211	0	1
213	210	1	1
294	152	0	1
248	180	1	1
286	156	1	1
225	198	0	1
227	196	1	1
274	162	1	1
269	165	0	1
255	174	1	1
225	197	0	1
232	191	0	1
212	209	1	1
246	180	1	1
221	200	1	1
263	168	0	1
251	176	1	1
223	198	0	1
249	177	0	1
262	168	0	1
275	160	1	1
239	184	1	1
251	175	1	1
241	182	0	1
277	158	1	1
229	191	1	1
218	200	0	1
294	148	0	1
265	164	1	1
215	202	1	1
231	188	0	1
225	193	1	1
278	156	1	1
252	172	0	1
233	186	1	1
235	184	1	1
290	149	0	1
245	176	1	1
276	156	1	1
281	153	0	1
232	185	1	1
212	202	0	1
287	149	0	1
247	173	1	1
272	157	0	1
277	154	0	1
209	204	0	1
276	154	1	1
236	180	0	1
259	164	0	1
233	182	1	1
249	170	0	1
217	195	1	1
269	157	0	1
276	153	0	1
214	197	0	1
260	162	1	1
218	193	1	1
211	199	1	1
256	164	1	1
222	189	1	1
293	143	0	1
299	140	1	1
218	192	1	1
258	162	0	1
244	171	0	1
216	193	0	1
267	156	1	1
242	172	0	1
207	201	1	1
209	199	0	1
222	187	0	1
273	152	0	1
217	189	1	1
219	187	1	1
231	177	0	1
214	191	1	1
215	190	0	1
272	150	0	1
217	188	0	1
253	161	0	1
221	184	1	1
254	160	1	1
206	197	1	1
263	154	0	1
287	141	1	1
235	172	1	1
206	196	1	1
207	195	1	1
237	170	0	1
230	175	1	1
281	143	0	1
278	144	0	1
205	195	0	1
270	148	0	1
236	169	1	1
267	149	1	1
204	195	0	1
216	184	1	1
253	157	0	1
277	143	1	1
271	146	1	1
258	153	0	1
286	138	0	1
229	172	0	1
259	152	1	1
279	141	0	1
202	194	0	1
215	182	0	1
292	134	1	1
237	165	1	1
235	166	0	1
203	192	0	1
221	176	1	1
261	149	0	1
230	169	1	1
224	173	1	1
298	130	1	1
225	172	1	1
221	175	1	1
268	144	0	1
227	170	0	1
247	156	0	1
283	136	0	1
271	142	1	1
256	150	1	1
276	139	0	1
244	157	0	1
292	131	0	1
230	166	0	1
256	149	0	1
219	174	1	1
254	150	1	1
271	140	0	1
240	158	1	1
243	156	1	1
296	128	1	1
274	138	1	1
205	184	0	1
243	155	0	1
296	127	0	1
261	144	0	1
280	134	1	1
293	128	0	1
284	132	1	1
214	175	0	1
208	180	0	1
270	138	0	1
278	134	1	1
223	167	1	1
199	187	1	1
202	184	1	1
279	133	0	1
281	132	1	1
283	131	1	1
194	191	1	1
247	150	0	1
223	166	0	1
224	165	1	1
251	147	0	1
258	143	0	1
252	146	1	1
283	130	0	1
234	157	1	1
213	172	1	1
297	123	1	1
216	169	0	1
299	122	0	1
196	186	1	1
238	153	1	1
244	149	1	1
256	142	1	1
191	190	0	1
205	177	0	1
196	185	0	1
221	164	0	1
226	160	0	1
219	165	0	1
203	178	0	1
210	172	1	1
296	122	1	1
190	190	1	1
224	161	1	1
206	175	0	1
269	134	0	1
281	128	1	1
214	168	0	1
233	154	1	1
280	128	1	1
228	157	0	1
271	132	1	1
263	136	0	1
280	127	0	1
214	166	0	1
192	185	1	1
269	132	1	1
279	127	0	1
206	172	0	1
246	144	1	1
220	161	0	1
251	141	0	1
189	187	1	1
221	159	1	1
192	183	0	1
203	173	0	1
194	181	1	1
295	119	0	1
272	129	0	1
247	142	1	1
210	167	1	1
240	146	0	1
189	185	0	1
208	168	1	1
214	163	1	1
298	117	1	1
268	130	1	1
300	116	1	1
276	126	0	1
280	124	1	1
221	157	1	1
236	147	0	1
271	128	1	1
258	134	1	1
217	159	1	1
257	134	0	1
222	155	0	1
189	182	1	1
242	142	0	1
230	149	1	1
205	167	1	1
300	114	1	1
201	170	1	1
251	136	0	1
208	164	1	1
203	168	0	1
296	115	1	1
230	148	1	1
218	156	1	1
261	130	1	1
237	143	1	1
242	140	0	1
209	162	1	1
185	183	0	1
200	169	0	1
258	131	1	1
201	168	1	1
219	154	0	1
212	159	1	1
234	144	0	1
213	158	0	1
193	174	1	1
245	137	0	1
203	165	1	1
220	152	1	1
242	138	1	1
300	111	0	1
248	134	1	1
265	125	0	1
183	181	1	1
211	156	1	1
238	138	0	1
205	160	1	1
234	140	0	1
244	134	0	1
261	125	1	1
184	177	1	1
276	118	1	1
269	121	1	1
283	115	1	1
202	161	0	1
256	127	1	1
224	145	1	1
237	137	0	1
225	144	0	1
180	180	1	1
194	167	1	1
251	129	1	1
259	125	0	1
281	115	1	1
214	151	0	1
237	136	1	1
